0.05, 0.0180399894714, 0.0267600107193
0.1, 0.0178400230408, 0.0267599725723
0.15, 0.0177400350571, 0.0262199687958
0.2, 0.0196799945831, 0.0298800039291
0.25, 0.0184200000763, 0.0273000049591
0.3, 0.0190599870682, 0.0292600154877
0.35, 0.0183000087738, 0.0274199914932
0.4, 0.0185600137711, 0.0280999851227
0.45, 0.0200200033188, 0.0299999856949
0.5, 0.0183999967575, 0.0275200080872
0.55, 0.0179399871826, 0.0270400094986
0.6, 0.0197399997711, 0.0296199989319
0.65, 0.0184800291061, 0.0275399780273
0.7, 0.0198000049591, 0.0301799964905
0.75, 0.0185799884796, 0.0275400114059
0.8, 0.0193399953842, 0.0291000032425
0.85, 0.0189200019836, 0.0283999967575
0.9, 0.0183399868011, 0.0277400112152
0.95, 0.0201799917221, 0.0303800058365
1.0, 0.0182399845123, 0.0274800205231
